customer_id,full_name,email,region,signup_date,lifetime_value,segment
CUST-000029,Vera Adler,vera.adler@example.net,AMER,2022-06-10,865.64,smb
CUST-000030,Alina Gruber,alina.gruber@example.org,AMER,2024-09-25,4361.38,midmarket
CUST-000031,Greta Rossi,greta.rossi@example.com,AMER,2022-07-03,48976.61,enterprise
CUST-000032,Rosa Rossi,rosa.rossi@example.org,AMER,2023-08-20,73450.22,enterprise
CUST-000033,Alina Eriksen,alina.eriksen@example.net,AMER,2022-02-25,4156.51,midmarket
CUST-000034,Ulrich Rossi,ulrich.rossi@example.net,AMER,2024-07-27,2324.86,smb
CUST-000035,Jonas Dahl,jonas.dahl@example.net,AMER,2022-09-16,11706.22,midmarket
CUST-000036,Jonas Halvorsen,jonas.halvorsen@example.net,EMEA,2025-05-04,12246.61,midmarket
CUST-000037,Yara Schneider,yara.schneider@example.net,APAC,2021-08-01,843.15,smb
CUST-000038,Jonas Ivanov,jonas.ivanov@example.org,EMEA,2021-09-17,13867.32,midmarket
CUST-000039,Wim Rossi,wim.rossi@example.net,APAC,2023-07-17,1966.21,midmarket
CUST-000040,Maja Gruber,maja.gruber@example.org,EMEA,2023-04-11,33167.76,enterprise
CUST-000041,Bruno Cordova,bruno.cordova@example.org,APAC,2025-10-11,17789.60,midmarket
CUST-000042,Yara Rossi,yara.rossi@example.org,AMER,2024-07-08,2537.29,smb
CUST-000043,Elif Eriksen,elif.eriksen@example.org,EMEA,2021-07-28,1223.89,smb
CUST-000044,Kira Cordova,kira.cordova@example.net,EMEA,2021-11-28,15073.82,enterprise
CUST-000045,Hugo Falk,hugo.falk@example.org,EMEA,2023-03-28,2658.11,smb
CUST-000046,Tessa Petrov,tessa.petrov@example.net,AMER,2024-07-21,37868.72,enterprise
CUST-000047,Lars Eriksen,lars.eriksen@example.net,AMER,2021-07-09,5914.43,midmarket
CUST-000048,Sven Dahl,sven.dahl@example.com,AMER,2023-11-18,1776.76,smb
CUST-000049,Rosa Eriksen,rosa.eriksen@example.com,EMEA,2024-04-07,31145.83,enterprise
CUST-000050,Maja Cordova,maja.cordova@example.com,APAC,2024-02-13,42191.03,enterprise
CUST-000051,Farid Adler,farid.adler@example.com,APAC,2025-04-02,579.35,smb
CUST-000052,Kira Moreau,kira.moreau@example.org,APAC,2023-08-04,3372.45,midmarket
CUST-000053,Vera Gruber,vera.gruber@example.net,APAC,2021-11-22,14082.21,midmarket
CUST-000054,Carla Olsen,carla.olsen@example.net,AMER,2025-04-17,2235.18,smb
CUST-000055,Quinn Dahl,quinn.dahl@example.com,APAC,2022-06-22,9232.96,enterprise
CUST-000056,Rosa Kowalski,rosa.kowalski@example.net,EMEA,2025-06-03,2155.03,smb
CUST-000057,Dmitri Dahl,dmitri.dahl@example.org,EMEA,2024-09-22,1290.90,smb
CUST-000058,Wim Novak,wim.novak@example.org,APAC,2023-09-21,11622.59,enterprise
CUST-000059,Elif Ivanov,elif.ivanov@example.com,AMER,2025-06-12,65310.79,enterprise
CUST-000060,Kira Ivanov,kira.ivanov@example.org,AMER,2022-01-15,13949.55,midmarket
CUST-000061,Rosa Moreau,rosa.moreau@example.org,APAC,2023-05-22,29035.83,enterprise
CUST-000062,Yara Falk,yara.falk@example.net,EMEA,2025-12-05,12817.85,midmarket
CUST-000063,Ines Kowalski,ines.kowalski@example.org,APAC,2023-09-25,1835.34,smb
CUST-000064,Vera Olsen,vera.olsen@example.com,AMER,2021-12-07,10511.56,midmarket
CUST-000065,Nils Bergmann,nils.bergmann@example.net,APAC,2024-02-04,12929.73,midmarket
CUST-000066,Yara Gruber,yara.gruber@example.net,APAC,2024-11-04,2197.53,smb
CUST-000067,Lars Vermeer,lars.vermeer@example.net,EMEA,2023-06-03,4683.02,midmarket
CUST-000068,Yara Petrov,yara.petrov@example.com,EMEA,2021-11-19,1751.91,smb
CUST-000069,Carla Schneider,carla.schneider@example.net,AMER,2025-06-01,2140.88,smb
CUST-000070,Sven Ivanov,sven.ivanov@example.org,APAC,2025-05-02,32801.02,enterprise
CUST-000071,Greta Lindqvist,greta.lindqvist@example.com,AMER,2024-09-18,57969.26,enterprise
CUST-000072,Maja Ivanov,maja.ivanov@example.net,AMER,2023-07-15,11785.75,midmarket
CUST-000073,Elif Petrov,elif.petrov@example.org,EMEA,2021-06-23,60900.18,enterprise
CUST-000074,Nils Dahl,nils.dahl@example.net,AMER,2023-08-31,1875.40,smb
CUST-000075,Bruno Vermeer,bruno.vermeer@example.org,EMEA,2021-04-11,24758.24,enterprise
CUST-000076,Yara Lindqvist,yara.lindqvist@example.com,APAC,2022-12-13,58140.15,enterprise
CUST-000077,Jonas Ivanov,jonas.ivanov@example.org,AMER,2025-10-10,25960.58,enterprise
CUST-000078,Alina Moreau,alina.moreau@example.com,APAC,2021-05-05,9400.81,enterprise
CUST-000079,Piet Schneider,piet.schneider@example.net,AMER,2021-06-02,11006.41,midmarket
CUST-000080,Rosa Olsen,rosa.olsen@example.net,EMEA,2022-11-22,4616.17,midmarket
CUST-000081,Rosa Bergmann,rosa.bergmann@example.com,APAC,2023-04-10,12290.18,midmarket
CUST-000082,Vera Ivanov,vera.ivanov@example.org,AMER,2021-10-12,16237.69,midmarket
CUST-000083,Elif Moreau,elif.moreau@example.net,AMER,2025-08-06,58900.50,enterprise
CUST-000084,Piet Adler,piet.adler@example.com,APAC,2024-10-22,56419.93,enterprise
CUST-000085,Maja Falk,maja.falk@example.net,APAC,2025-10-06,6734.97,midmarket
CUST-000086,Elif Moreau,elif.moreau@example.org,APAC,2023-08-08,39945.23,enterprise
CUST-000087,Maja Toivonen,maja.toivonen@example.net,APAC,2025-07-01,8929.06,midmarket
CUST-000088,Hugo Dahl,hugo.dahl@example.org,EMEA,2022-10-19,2475.55,smb
CUST-000089,Piet Lindqvist,piet.lindqvist@example.net,APAC,2025-04-22,8928.16,enterprise
CUST-000090,Piet Petrov,piet.petrov@example.org,EMEA,2023-05-29,47429.71,enterprise
CUST-000091,Carla Dahl,carla.dahl@example.com,EMEA,2025-06-26,42802.79,enterprise
CUST-000092,Ines Dahl,ines.dahl@example.com,EMEA,2023-03-27,15392.62,midmarket
CUST-000093,Tessa Gruber,tessa.gruber@example.org,EMEA,2022-06-27,47293.79,enterprise
CUST-000094,Sven Petrov,sven.petrov@example.org,AMER,2021-09-05,61710.81,enterprise
CUST-000095,Nils Schneider,nils.schneider@example.com,APAC,2022-04-26,4351.97,midmarket
CUST-000096,Nils Moreau,nils.moreau@example.org,APAC,2021-03-11,2991.79,smb
CUST-000097,Jonas Cordova,jonas.cordova@example.com,EMEA,2023-11-21,11177.18,midmarket
CUST-000098,Sven Petrov,sven.petrov@example.org,EMEA,2025-11-15,1041.63,smb
CUST-000099,Wim Jansen,wim.jansen@example.org,AMER,2025-12-19,838.33,smb
CUST-000100,Hugo Ivanov,hugo.ivanov@example.net,AMER,2021-08-25,972.49,smb
CUST-000101,Kira Halvorsen,kira.halvorsen@example.org,AMER,2021-06-02,41531.73,enterprise
CUST-000102,Carla Olsen,carla.olsen@example.com,AMER,2021-10-05,2225.46,midmarket
CUST-000103,Elif Bergmann,elif.bergmann@example.org,APAC,2024-08-18,29275.97,enterprise
CUST-000104,Yara Olsen,yara.olsen@example.org,EMEA,2025-11-08,4039.09,midmarket
CUST-000105,Vera Bergmann,vera.bergmann@example.org,EMEA,2023-08-07,15116.56,midmarket
CUST-000106,Zoran Moreau,zoran.moreau@example.com,APAC,2023-02-13,753.04,smb
CUST-000107,Piet Halvorsen,piet.halvorsen@example.com,EMEA,2025-06-25,2089.35,smb
CUST-000108,Ines Moreau,ines.moreau@example.com,EMEA,2022-05-25,1948.24,smb
CUST-000109,Elif Bergmann,elif.bergmann@example.com,AMER,2023-02-22,2004.70,smb
CUST-000110,Kira Lindqvist,kira.lindqvist@example.com,AMER,2024-08-16,4317.06,midmarket
CUST-000111,Jonas Olsen,jonas.olsen@example.com,AMER,2024-11-06,1843.67,smb
CUST-000112,Dmitri Petrov,dmitri.petrov@example.com,APAC,2021-09-14,561.62,smb
CUST-000113,Dmitri Jansen,dmitri.jansen@example.com,EMEA,2022-05-18,790.41,smb
CUST-000114,Sven Gruber,sven.gruber@example.net,AMER,2024-01-18,13237.29,midmarket
CUST-000115,Farid Moreau,farid.moreau@example.net,AMER,2023-08-31,42247.72,enterprise
CUST-000116,Rosa Eriksen,rosa.eriksen@example.com,AMER,2025-02-17,17156.81,midmarket
CUST-000117,Ines Rossi,ines.rossi@example.net,AMER,2022-06-13,14176.97,midmarket
CUST-000118,Farid Novak,farid.novak@example.net,EMEA,2025-03-11,13942.80,midmarket
CUST-000119,Dmitri Petrov,dmitri.petrov@example.net,EMEA,2022-12-21,10345.70,midmarket
CUST-000120,Carla Jansen,carla.jansen@example.com,EMEA,2024-10-28,14398.40,enterprise
CUST-000121,Bruno Gruber,bruno.gruber@example.org,APAC,2025-02-04,1944.22,smb
CUST-000122,Greta Bergmann,greta.bergmann@example.com,AMER,2023-01-28,10627.13,midmarket
CUST-000123,Jonas Novak,jonas.novak@example.org,AMER,2021-04-17,48305.84,enterprise
CUST-000124,Ines Novak,ines.novak@example.com,EMEA,2023-02-14,465.33,smb
CUST-000125,Maja Falk,maja.falk@example.net,EMEA,2022-07-03,10911.19,midmarket
CUST-000126,Bruno Falk,bruno.falk@example.com,AMER,2025-11-14,75740.04,enterprise
CUST-000127,Hugo Falk,hugo.falk@example.com,EMEA,2021-01-19,3322.54,midmarket
CUST-000128,Rosa Moreau,rosa.moreau@example.com,APAC,2022-01-07,13209.03,midmarket
CUST-000129,Olga Bergmann,olga.bergmann@example.org,EMEA,2022-02-26,11222.13,enterprise
CUST-000130,Bruno Cordova,bruno.cordova@example.net,EMEA,2024-01-23,46747.08,enterprise
CUST-000131,Elif Kowalski,elif.kowalski@example.net,APAC,2021-07-03,763.57,smb
CUST-000132,Maja Eriksen,maja.eriksen@example.org,APAC,2021-01-29,56377.66,enterprise
CUST-000133,Sven Petrov,sven.petrov@example.net,APAC,2021-12-24,5527.80,midmarket
CUST-000134,Sven Toivonen,sven.toivonen@example.net,AMER,2021-01-23,1981.16,smb
CUST-000135,Dmitri Rossi,dmitri.rossi@example.com,EMEA,2021-10-03,12837.90,midmarket
CUST-000136,Olga Schneider,olga.schneider@example.net,APAC,2021-10-25,1753.56,smb
CUST-000137,Zoran Gruber,zoran.gruber@example.net,APAC,2025-10-30,9748.89,midmarket
CUST-000138,Alina Jansen,alina.jansen@example.org,EMEA,2025-10-09,14123.53,midmarket
CUST-000139,Ines Ivanov,ines.ivanov@example.com,AMER,2025-05-22,74149.77,enterprise
CUST-000140,Sven Schneider,sven.schneider@example.net,EMEA,2024-03-26,755.48,smb
CUST-000141,Bruno Schneider,bruno.schneider@example.com,AMER,2025-09-29,16685.19,midmarket
CUST-000142,Quinn Schneider,quinn.schneider@example.org,AMER,2022-11-12,5950.90,midmarket
CUST-000143,Bruno Kowalski,bruno.kowalski@example.com,EMEA,2023-09-01,1123.93,smb
CUST-000144,Rosa Moreau,rosa.moreau@example.net,EMEA,2023-11-28,1763.39,smb
CUST-000145,Greta Bergmann,greta.bergmann@example.org,APAC,2021-06-06,10552.26,midmarket
CUST-000146,Jonas Lindqvist,jonas.lindqvist@example.net,EMEA,2021-05-17,7890.62,midmarket
CUST-000147,Kira Halvorsen,kira.halvorsen@example.org,EMEA,2025-09-09,2490.79,smb
CUST-000148,Jonas Olsen,jonas.olsen@example.org,EMEA,2021-03-13,1191.26,smb
CUST-000149,Bruno Kowalski,bruno.kowalski@example.org,EMEA,2023-09-25,2019.65,smb
CUST-000150,Wim Novak,wim.novak@example.com,AMER,2022-03-31,1764.20,smb
CUST-000151,Greta Halvorsen,greta.halvorsen@example.com,APAC,2023-01-19,2024.01,smb
CUST-000152,Bruno Toivonen,bruno.toivonen@example.com,EMEA,2021-02-22,2256.63,midmarket
CUST-000153,Tessa Schneider,tessa.schneider@example.net,APAC,2024-04-07,14280.96,midmarket
CUST-000154,Nils Jansen,nils.jansen@example.net,EMEA,2022-01-18,1585.83,smb
CUST-000155,Nils Falk,nils.falk@example.net,AMER,2025-08-18,15461.51,midmarket
CUST-000156,Farid Rossi,farid.rossi@example.org,AMER,2025-04-09,12593.82,midmarket
CUST-000157,Dmitri Moreau,dmitri.moreau@example.org,EMEA,2025-05-25,2808.07,smb
CUST-000158,Farid Adler,farid.adler@example.com,APAC,2025-09-06,1062.47,smb
CUST-000159,Ines Rossi,ines.rossi@example.com,AMER,2024-04-11,10614.37,enterprise
CUST-000160,Piet Lindqvist,piet.lindqvist@example.org,EMEA,2023-11-01,803.14,smb
CUST-000161,Olga Lindqvist,olga.lindqvist@example.com,AMER,2023-05-24,10070.28,midmarket
CUST-000162,Piet Jansen,piet.jansen@example.org,EMEA,2023-05-06,17546.31,midmarket
CUST-000163,Nils Toivonen,nils.toivonen@example.org,APAC,2021-05-07,1611.11,smb
CUST-000164,Rosa Eriksen,rosa.eriksen@example.org,APAC,2021-09-26,31481.76,enterprise
CUST-000165,Yara Petrov,yara.petrov@example.org,APAC,2021-10-28,46401.27,enterprise
CUST-000166,Farid Ivanov,farid.ivanov@example.org,APAC,2024-07-26,428.43,smb
CUST-000167,Alina Ivanov,alina.ivanov@example.com,APAC,2025-06-14,11247.18,midmarket
CUST-000168,Carla Kowalski,carla.kowalski@example.com,AMER,2022-03-10,10004.47,midmarket
CUST-000169,Vera Ivanov,vera.ivanov@example.com,APAC,2022-07-12,8953.55,midmarket
CUST-000170,Zoran Ivanov,zoran.ivanov@example.com,APAC,2025-04-27,1605.20,smb
CUST-000171,Rosa Falk,rosa.falk@example.com,EMEA,2022-12-28,314.15,smb
CUST-000172,Lars Rossi,lars.rossi@example.org,EMEA,2024-09-22,652.81,smb
CUST-000173,Wim Lindqvist,wim.lindqvist@example.org,EMEA,2023-12-16,53894.98,enterprise
CUST-000174,Yara Lindqvist,yara.lindqvist@example.com,APAC,2021-06-17,15897.78,enterprise
CUST-000175,Greta Kowalski,greta.kowalski@example.org,EMEA,2025-07-09,8270.31,midmarket
CUST-000176,Piet Cordova,piet.cordova@example.org,EMEA,2023-11-28,1756.61,smb
CUST-000177,Wim Cordova,wim.cordova@example.org,APAC,2024-09-04,36111.85,enterprise
CUST-000178,Tessa Dahl,tessa.dahl@example.com,APAC,2022-11-25,1026.61,smb
CUST-000179,Hugo Falk,hugo.falk@example.net,EMEA,2022-04-13,7264.32,midmarket
CUST-000180,Alina Petrov,alina.petrov@example.org,APAC,2022-06-22,34836.83,enterprise
CUST-000181,Nils Adler,nils.adler@example.net,APAC,2023-03-23,5062.32,midmarket
CUST-000182,Wim Ivanov,wim.ivanov@example.net,APAC,2024-07-16,3699.66,midmarket
CUST-000183,Carla Dahl,carla.dahl@example.net,EMEA,2021-05-17,2872.98,smb
CUST-000184,Maja Petrov,maja.petrov@example.com,EMEA,2022-02-21,59533.99,enterprise
CUST-000185,Elif Novak,elif.novak@example.org,EMEA,2023-06-22,43750.52,enterprise
CUST-000186,Yara Ivanov,yara.ivanov@example.net,APAC,2025-06-06,31174.82,enterprise
CUST-000187,Olga Eriksen,olga.eriksen@example.org,APAC,2021-02-08,16733.03,enterprise
CUST-000188,Dmitri Adler,dmitri.adler@example.net,AMER,2025-07-19,22095.78,enterprise
CUST-000189,Olga Moreau,olga.moreau@example.com,APAC,2025-01-16,1729.16,smb
CUST-000190,Ulrich Lindqvist,ulrich.lindqvist@example.net,APAC,2021-05-22,61214.76,enterprise
CUST-000191,Greta Bergmann,greta.bergmann@example.org,APAC,2025-04-25,1157.37,smb
CUST-000192,Quinn Kowalski,quinn.kowalski@example.org,AMER,2021-11-26,63248.64,enterprise
CUST-000193,Quinn Jansen,quinn.jansen@example.net,EMEA,2021-05-07,1518.25,smb
CUST-000194,Carla Falk,carla.falk@example.com,AMER,2022-06-18,536.47,smb
CUST-000195,Bruno Bergmann,bruno.bergmann@example.com,APAC,2024-05-01,2530.08,smb
CUST-000196,Vera Lindqvist,vera.lindqvist@example.com,AMER,2023-01-06,1492.59,smb
CUST-000197,Ulrich Adler,ulrich.adler@example.org,EMEA,2021-08-25,7713.61,midmarket
CUST-000198,Quinn Adler,quinn.adler@example.com,EMEA,2022-11-19,1056.83,smb
CUST-000199,Kira Toivonen,kira.toivonen@example.net,EMEA,2024-03-04,27748.06,enterprise
CUST-000200,Vera Kowalski,vera.kowalski@example.org,APAC,2022-12-30,11874.65,enterprise
CUST-000201,Lars Novak,lars.novak@example.com,AMER,2025-11-13,2355.24,smb
CUST-000202,Carla Rossi,carla.rossi@example.org,AMER,2021-01-04,79285.10,enterprise
CUST-000203,Yara Olsen,yara.olsen@example.org,APAC,2023-09-28,3961.41,midmarket
CUST-000204,Yara Lindqvist,yara.lindqvist@example.net,EMEA,2021-04-05,8297.97,midmarket
CUST-000205,Olga Halvorsen,olga.halvorsen@example.org,AMER,2022-12-26,1271.14,smb
CUST-000206,Nils Adler,nils.adler@example.org,EMEA,2022-11-10,2585.73,smb
CUST-000207,Zoran Petrov,zoran.petrov@example.org,APAC,2021-01-13,8930.47,midmarket
CUST-000208,Sven Eriksen,sven.eriksen@example.net,APAC,2025-08-07,13995.55,midmarket
CUST-000209,Ulrich Olsen,ulrich.olsen@example.org,EMEA,2022-09-11,1973.17,smb
CUST-000210,Lars Ivanov,lars.ivanov@example.org,AMER,2022-01-30,72642.01,enterprise
CUST-000211,Carla Moreau,carla.moreau@example.org,EMEA,2023-05-26,734.81,smb
CUST-000212,Vera Falk,vera.falk@example.net,APAC,2022-04-09,17913.47,midmarket
CUST-000213,Hugo Kowalski,hugo.kowalski@example.org,APAC,2021-06-30,16453.48,midmarket
CUST-000214,Greta Cordova,greta.cordova@example.org,EMEA,2024-07-24,21084.56,enterprise
CUST-000215,Olga Dahl,olga.dahl@example.net,AMER,2023-10-18,11833.34,enterprise
CUST-000216,Hugo Adler,hugo.adler@example.com,APAC,2021-11-11,5293.96,midmarket
CUST-000217,Bruno Adler,bruno.adler@example.com,APAC,2021-10-06,1053.46,smb
CUST-000218,Ulrich Gruber,ulrich.gruber@example.net,APAC,2021-08-13,490.52,smb
CUST-000219,Bruno Ivanov,bruno.ivanov@example.com,EMEA,2022-06-19,35058.49,enterprise
CUST-000220,Piet Adler,piet.adler@example.org,EMEA,2025-08-30,2200.70,smb
CUST-000221,Sven Bergmann,sven.bergmann@example.org,EMEA,2023-11-26,2860.46,smb
CUST-000222,Dmitri Halvorsen,dmitri.halvorsen@example.com,EMEA,2023-03-05,15985.96,midmarket
CUST-000223,Wim Vermeer,wim.vermeer@example.org,AMER,2024-06-07,2634.15,smb
CUST-000224,Vera Adler,vera.adler@example.net,EMEA,2021-06-09,1731.71,smb
CUST-000225,Vera Ivanov,vera.ivanov@example.com,AMER,2024-09-28,1613.10,smb
CUST-000226,Vera Dahl,vera.dahl@example.org,APAC,2021-05-22,3100.88,midmarket
CUST-000227,Jonas Bergmann,jonas.bergmann@example.com,AMER,2024-03-05,16752.09,midmarket
CUST-000228,Ulrich Novak,ulrich.novak@example.com,APAC,2025-04-07,8057.86,midmarket
CUST-000229,Ulrich Halvorsen,ulrich.halvorsen@example.org,EMEA,2022-02-07,1194.89,smb
CUST-000230,Ines Petrov,ines.petrov@example.com,APAC,2025-06-20,48851.58,enterprise
CUST-000231,Bruno Vermeer,bruno.vermeer@example.com,APAC,2021-12-13,10905.13,midmarket
CUST-000232,Wim Halvorsen,wim.halvorsen@example.com,EMEA,2022-07-12,2071.87,smb
CUST-000233,Sven Adler,sven.adler@example.org,EMEA,2024-03-28,15898.72,midmarket
CUST-000234,Quinn Falk,quinn.falk@example.com,APAC,2021-10-20,7144.11,midmarket
CUST-000235,Elif Schneider,elif.schneider@example.com,AMER,2025-09-15,1607.99,smb
CUST-000236,Quinn Adler,quinn.adler@example.org,APAC,2023-08-14,5476.05,midmarket
CUST-000237,Piet Bergmann,piet.bergmann@example.org,AMER,2025-05-23,2920.31,smb
CUST-000238,Lars Halvorsen,lars.halvorsen@example.org,AMER,2025-09-19,828.15,smb
CUST-000239,Zoran Schneider,zoran.schneider@example.net,EMEA,2021-04-16,1077.50,smb
CUST-000240,Wim Moreau,wim.moreau@example.com,AMER,2025-05-31,34359.32,enterprise
CUST-000241,Ines Bergmann,ines.bergmann@example.com,EMEA,2022-05-19,8371.21,enterprise
CUST-000242,Carla Dahl,carla.dahl@example.org,APAC,2025-11-07,12296.36,midmarket
CUST-000243,Wim Cordova,wim.cordova@example.org,APAC,2021-03-29,54780.62,enterprise
CUST-000244,Zoran Cordova,zoran.cordova@example.com,EMEA,2024-01-30,855.40,smb
CUST-000245,Ines Novak,ines.novak@example.com,AMER,2024-05-11,1593.11,smb
CUST-000246,Rosa Jansen,rosa.jansen@example.org,AMER,2021-02-19,13429.78,midmarket
CUST-000247,Vera Vermeer,vera.vermeer@example.com,APAC,2022-08-15,17457.49,midmarket
CUST-000248,Rosa Toivonen,rosa.toivonen@example.net,AMER,2025-07-02,1939.29,smb
CUST-000249,Zoran Rossi,zoran.rossi@example.com,AMER,2022-09-26,14146.19,midmarket
CUST-000250,Maja Moreau,maja.moreau@example.org,AMER,2025-06-15,11826.57,midmarket
CUST-000251,Hugo Rossi,hugo.rossi@example.com,AMER,2021-05-02,24823.00,enterprise
CUST-000252,Wim Halvorsen,wim.halvorsen@example.net,AMER,2021-08-13,14079.54,midmarket
CUST-000253,Rosa Vermeer,rosa.vermeer@example.org,EMEA,2023-06-28,2669.00,smb
CUST-000254,Nils Dahl,nils.dahl@example.com,EMEA,2021-11-14,2253.46,smb
CUST-000255,Dmitri Schneider,dmitri.schneider@example.com,APAC,2022-05-14,18853.39,enterprise
CUST-000256,Nils Falk,nils.falk@example.net,EMEA,2022-08-07,2898.23,midmarket
CUST-000257,Carla Cordova,carla.cordova@example.org,EMEA,2021-06-16,34512.15,enterprise
CUST-000258,Yara Lindqvist,yara.lindqvist@example.com,AMER,2024-10-23,1866.88,smb
CUST-000259,Maja Gruber,maja.gruber@example.net,EMEA,2021-01-14,377.62,smb
CUST-000260,Alina Halvorsen,alina.halvorsen@example.com,APAC,2023-06-08,14840.65,midmarket
CUST-000261,Carla Eriksen,carla.eriksen@example.org,AMER,2024-05-16,562.09,smb
CUST-000262,Carla Falk,carla.falk@example.org,EMEA,2025-05-30,14185.10,midmarket
CUST-000263,Farid Halvorsen,farid.halvorsen@example.org,AMER,2024-07-15,17875.41,midmarket
CUST-000264,Elif Petrov,elif.petrov@example.net,AMER,2025-05-26,24509.46,enterprise
CUST-000265,Ines Moreau,ines.moreau@example.net,APAC,2021-10-02,15623.52,midmarket
CUST-000266,Rosa Falk,rosa.falk@example.com,EMEA,2021-05-21,1369.84,smb
CUST-000267,Sven Petrov,sven.petrov@example.com,APAC,2025-05-16,17443.54,midmarket
CUST-000268,Quinn Adler,quinn.adler@example.com,EMEA,2021-07-10,70310.49,enterprise
CUST-000269,Nils Falk,nils.falk@example.com,EMEA,2022-01-30,3246.32,midmarket
CUST-000270,Sven Toivonen,sven.toivonen@example.org,EMEA,2023-06-10,1836.91,smb
CUST-000271,Elif Bergmann,elif.bergmann@example.com,AMER,2025-12-18,1669.32,smb
CUST-000272,Quinn Toivonen,quinn.toivonen@example.org,AMER,2022-08-13,11101.89,midmarket
CUST-000273,Piet Novak,piet.novak@example.net,EMEA,2023-02-20,15726.74,midmarket
CUST-000274,Farid Olsen,farid.olsen@example.com,AMER,2022-10-16,1873.35,smb
CUST-000275,Elif Rossi,elif.rossi@example.net,EMEA,2025-03-11,14686.85,midmarket
CUST-000276,Bruno Jansen,bruno.jansen@example.net,APAC,2023-05-15,78270.50,enterprise
CUST-000277,Wim Adler,wim.adler@example.org,AMER,2021-01-05,73867.42,enterprise
CUST-000278,Wim Lindqvist,wim.lindqvist@example.net,APAC,2023-10-01,69009.67,enterprise
CUST-000279,Carla Lindqvist,carla.lindqvist@example.org,APAC,2022-09-22,1825.44,smb
CUST-000280,Yara Jansen,yara.jansen@example.org,APAC,2021-05-15,55501.30,enterprise
CUST-000281,Farid Halvorsen,farid.halvorsen@example.org,AMER,2023-11-03,22745.02,enterprise
CUST-000282,Carla Adler,carla.adler@example.com,AMER,2024-09-08,65963.30,enterprise
CUST-000283,Maja Ivanov,maja.ivanov@example.org,AMER,2021-07-19,50666.89,enterprise
CUST-000284,Jonas Falk,jonas.falk@example.com,EMEA,2025-12-04,7977.99,midmarket
CUST-000285,Vera Adler,vera.adler@example.com,APAC,2021-08-31,47970.39,enterprise
CUST-000286,Alina Vermeer,alina.vermeer@example.com,AMER,2021-04-03,60681.56,enterprise
CUST-000287,Piet Dahl,piet.dahl@example.org,AMER,2022-03-29,556.09,smb
CUST-000288,Sven Jansen,sven.jansen@example.net,EMEA,2022-02-04,15532.93,enterprise
CUST-000289,Olga Lindqvist,olga.lindqvist@example.org,EMEA,2025-05-08,4329.58,midmarket
CUST-000290,Carla Schneider,carla.schneider@example.com,AMER,2023-11-15,28957.68,enterprise
